ProjectID,Supplier,DocType,Year,Count,Avg_Invoice_Amount
Sunoco_2017,Republic National Distributing Co. - Fin,1,2015,223,308.84
Sunoco_2017,TNT Distributing,1,2015,89,74.48
Sunoco_2017,Aramark Uniform Services,1,2015,197,57.78
Chemours_2016,SAFETY RAILWAY SERVICE LP,RS,2015,69,784.85
Chemours_2016,MARTIN SULPHUR LP,RN,2015,1109,2820.65
NobleEnergy_2018,CITY OF ARDMORE,IMAGING,2015,52,180.74
NobleEnergy_2018,CHAMPION CONSTRUCTION LP,DO,2015,122,5309.95
NobleEnergy_2018,BELL SUPPLY COMPANY LLC,DO,2015,719,3145.31
NobleEnergy_2018,WELLS TRUCKING LLC,DO,2015,1277,11681.03
NobleEnergy_2018,EXPRESS ENERGY SERVICES OPERATING LP,DO,2015,333,29039.78
NobleEnergy_2018,BIG BOY MANUFACTURING LLC,DO,2015,61,5357.7
NobleEnergy_2018,BROOKFIELD GLOBAL RELOCATION SERVICES,DO,2015,52,24630.73
NobleEnergy_2018,SAFEWARE INC,DO,2015,87,1025.55
NobleEnergy_2018,TM-EMS LLC,DO,2015,1715,187.73
NobleEnergy_2018,PETROLEUM FIELD SERVICES LLC,DO,2015,204,7827.07
Williams_2017,JTI COMMERCIAL SERVICES,,2015,107,8243.27
Williams_2017,HEARTLAND IT CONSULTING LLC,,2015,54,4180.04
Williams_2017,LINEAL INDUSTRIES INC,,2015,64,152222.78
Williams_2017,APEX REMINGTON INC,,2015,158,16469.83
Williams_2017,HECKMANN WATER RESOURCES (CVR) INC1,,2015,115,8299.89
Williams_2017,EXXONMOBIL LUBRICANTS AND SPECIALTIES,,2015,163,900.0
ETP_2016,PRAXAIR DISTRIBUTION SOUTHEAST LLC,KR,2015,117,292.89
ETP_2016,DXP ENTERPRISES INC,KR,2015,401,3919.52
ETP_2016,HOT SHOT DELIVERY INC,KR,2015,67,78.73
ETP_2016,BLAZIN SAFETY CONSULTING INC,KR,2015,100,612.02
ETP_2016,GRAYBAR,KR,2015,64,2947.14
ETP_2016,JOHN ESCOGNE,KR,2015,144,1661.91
Sunoco_2017,CCBCC OPERATIONS LLC,0,2015,258,360.18
Sunoco_2017,Tennessee Education Lottery,1,2015,2943,227.96
Sunoco_2017,"Fortier, Inc.",1,2015,229,1201.32
Sunoco_2017,Chesbay Distributing LLC - Fintech,0,2015,137,904.32
Chemours_2016,AIR PRODUCTS & CHEMICALS,RN,2015,132,6378.47
Chemours_2016,MICRO MOTION INC,RS,2015,54,7060.56
Sanchez_2018,HALLIBURTON ENERGY SERVICES INC,APINV,2015,659,17014.57
Sanchez_2018,ACE NDT,APINV,2015,173,1161.35
NobleEnergy_2018,FESCO LTD,DO,2015,56,2791.04
NobleEnergy_2018,HYDRAULIC PRESSURE CONTROL LLC,DO,2015,76,39066.67
NobleEnergy_2018,TIMBERLANE PUMPS LLC,DO,2015,242,4835.39
NobleEnergy_2018,EQUIPMENT & CONTROLS INC,DO,2015,170,9996.4
NobleEnergy_2018,ECO VAPOR RECOVERY SYSTEMS LLC,DO,2015,180,9128.52
Williams_2017,I3 ENGINEERING AND CONSULTING LLC,,2015,72,2216.37
Williams_2017,LEGACY MEASUREMENT SOLUTIONS INC,,2015,636,12467.75
Williams_2017,MATAGORDA OILFIELD SPECIALTY INC,,2015,66,546.56
Williams_2017,READY OILFIELD SERVICES INC,,2015,119,2630.2
Sunoco_2017,MORGAN STANLEY CAPITAL GROUP INC,2,2015,51,730151.96
ETP_2016,WOOD GROUP MUSTANG INC,KR,2015,715,108178.86
ETP_2016,DUGGINS WREN MANN & ROMERO LLP,KR,2015,77,2687.21
ETP_2016,AEON PROCESS EQUIPMENT & CONTROL,KR,2015,238,7244.35
ETP_2016,CAMERON SOLUTIONS,KR,2015,83,601.95
ETP_2016,GENERAL MONITORS INC,KR,2015,55,5254.76
Sunoco_2017,SOUTHERN CASEARTS,1,2015,92,6905.24
Sunoco_2017,Hot Times Firewood Company,0,2015,229,332.54
Chemours_2016,FLOWSERVE US INC,RS,2015,228,1978.89
Chemours_2016,CF INDUSTRIES SALES LLC,RN,2015,563,21017.72
Chemours_2016,BLANKX SA PRINTGALA,RN,2015,108,53.54
Sanchez_2018,CAPITAL B SERVICES DBA PAUL BUTLER,APINV,2015,75,2546.69
Williams_2017,FEDERAL EXPRESS CORP,,2015,2487,232.56
Williams_2017,EPCON PARTNERS INC,,2015,734,4356.49
Williams_2017,STANDARD INDUSTRIAL STRUCTURES CORP,,2015,87,45298.39
Williams_2017,SOUTHERN PETROLEUM LABORATORIES INC (SPL INC),,2015,257,1395.27
Williams_2017,WYOMING MACHINERY CO,,2015,232,5477.36
Williams_2017,ENERVEST OPERATING LLC,,2015,76,42298.61
Williams_2017,H & K TRUCKING LLC,,2015,153,478.2
Williams_2017,HPF CONSULTANTS INC,,2015,61,5354.21
Sunoco_2017,SUSSER PETROLEUM OPERATING CO LLC,1,2015,2762,-91341.17
ETP_2016,OMC INTERNATIONAL LLC,KR,2015,1140,5709.92
ETP_2016,TG MERCER CONSULTING,KR,2015,195,85171.59
ETP_2016,CORPUS CHRISTI ELECTRIC CO INC,KR,2015,92,1805.23
ETP_2016,BEN HAYNES CONTRACTING LLC,KR,2015,60,4348.75
ETP_2016,BROUGHTON ELECTRIC INC,KR,2015,89,99985.5
ETP_2016,OPEN RANGE FIELD SERVICES LLC,KR,2015,233,20169.72
ETP_2016,MICHEAL PAUL JONES,KR,2015,58,4411.63
ETP_2016,MANNING LAND LLC,KR,2015,316,1438.24
Sunoco_2017,FERNANDES & SONS CONSTRUCTION,,2015,56,1517.14
Sunoco_2017,TENNESSEE VALLEY ICE COMPANY LLC,0,2015,569,114.28
Chemours_2016,THOMPSON INDUSTRIAL SERVICES LLC,RN,2015,81,8441.79
Chemours_2016,ARKEMA INC,RN,2015,199,40588.24
Chemours_2016,MISSISSIPPI POWER CO,RN,2015,70,71031.74
Chemours_2016,GULF COAST VALVE REPAIR,RS,2015,95,556.87
Sanchez_2018,PIPE PROS INC.,APINV,2015,169,6321.9
Sanchez_2018,GRAND ISLE SHIPYARD INC,APINV,2015,155,1146.8
NobleEnergy_2018,CHARTER SUPPLY COMPANY,DO,2015,95,906.51
NobleEnergy_2018,OFFICE OF NATURAL RESOURCES REVENUE,Manual Invoice Entry,2015,106,429194.29
NobleEnergy_2018,WOOD GROUP PRODUCTION AND CONSULTING SERVICES INC,DO,2015,183,8824.53
NobleEnergy_2018,DALE MILLER INDEPENDENT CONSULTANTS,DO,2015,60,15582.29
NobleEnergy_2018,AGGREKO HOLDINGS INC,DO,2015,360,8818.32
Williams_2017,VENTURE PRODUCTS CO,,2015,389,474.79
Williams_2017,MAVERICK TECHNOLOGIES LLC,,2015,105,26206.72
Williams_2017,ABF FREIGHT SYSTEM INC,,2015,162,1161.77
Williams_2017,BILLTOWN PUMPS INC,,2015,486,2813.62
Williams_2017,MRE CONSULTING LTD,,2015,61,3790.08
Williams_2017,ALLSTREAM INC,,2015,62,1445.37
Williams_2017,ACI RECYCLING & DISPOSAL,,2015,68,1136.83
Williams_2017,JACKSON WALKER LLP,,2015,110,14829.2
Williams_2017,POLY PIPE INC,,2015,54,529.91
ETP_2016,LIMARCO LOGISTICS LLC,KR,2015,451,776.89
ETP_2016,ETC FIELD SERVICES LLC,KR,2015,70,959165.72
ETP_2016,B LINE FILTER AND SUPPLY INC,KR,2015,89,853.63
ETP_2016,FASTENAL COMPANY,RE,2015,80,3569.94
ETP_2016,CHARLES SECHRENGOST,KR,2015,208,2617.74
ETP_2017,UNITED RENTALS NORTH AMERICA INC,KR,2015,72,3309.38
Sunoco_2017,FISCAL SYSTEMS INC,1,2015,110,13710.1
Sunoco_2017,HARRISON FRENCH & ASSOCIATES LTD,1,2015,584,6699.96
Sunoco_2017,YAWS CONSTRUCTION CO INC,1,2015,368,4482.38
Sunoco_2017,ZEROCHAOS,,2015,514,1458.19
Sunoco_2017,"Frito-Lay, Inc.",0,2015,6837,153.63
Sunoco_2017,BON APPETIT DISTRIBUTION INC,1,2015,705,111.11
Sunoco_2017,"Filter Equipment CO., Inc.",1,2015,63,301.03
Chemours_2016,MOTION INDUSTRIES INC,RN,2015,77,896.86
Chemours_2016,WELLDEX DEL NORTE SC,KA,2015,259,9848.67
Sanchez_2018,TULSA INSPECTION RESOURCES LLC,APINV,2015,51,4675.69
NobleEnergy_2018,BACKCOUNTRY CAPITAL LLC,DO,2015,4947,757.95
Williams_2017,ALLCOMM WIRELESS INC,,2015,56,9193.93
Williams_2017,KLEINFELDER EAST INC,,2015,342,5377.61
Williams_2017,NORTHWEST INSPECTION INC,,2015,62,6535.26
Williams_2017,TOTAL SAFETY US INC,,2015,380,4049.07
Williams_2017,MIDWAY ENERGY SERVICES,,2015,74,66878.1
ETP_2016,RUSTEX INC,KR,2015,500,7753.1
ETP_2016,SUNBELT RENTALS INC,KR,2015,87,2205.08
ETP_2016,DNOW LP,KG,2015,160,-2349.17
ETP_2016,BAY AREA/GENERAL CRANE SERVICE CO,KR,2015,65,4022.58
ETP_2016,CHEMTREAT INC,KR,2015,127,4816.19
ETP_2016,ALPHA LEAK DETECTION SERVICES INC,KR,2015,112,20460.96
ETP_2016,AGI INDUSTRIES INC,KR,2015,64,3986.4
ETP_2016,DOING BETTER INSPECTIONS INC,KR,2015,156,3771.52
Sunoco_2017,AMERITEK BUILDING SERVICES,1,2015,489,7533.42
Sunoco_2017,BOLER EQUIPMENT SERVICE INC,1,2015,73,10246.42
Sanchez_2018,TUTLE & TUTLE TRUCKING INC,APINV,2015,96,26594.53
NobleEnergy_2018,JH WALKER TRUCKING,DO,2015,140,874.33
NobleEnergy_2018,ROCKWATER NORTHEAST LLC,DO,2015,88,17433.5
NobleEnergy_2018,CSI COMPRESSCO LP,DO,2015,62,2590.79
NobleEnergy_2018,DOUBLE D HOTSHOT LLC,DO,2015,182,965.3
NobleEnergy_2018,DESERT NDT LLC,DO,2015,624,1899.95
Williams_2017,DORIS M GABY,,2015,93,944.69
Williams_2017,ENVIROTECH INC,,2015,127,1369.35
Williams_2017,CRUM ELECTRIC SUPPLY CO INC,,2015,67,1043.03
Williams_2017,CARRILLOS PAINTING,,2015,70,3208.83
ETP_2016,WILCREST FIELD SERVICES INC,KR,2015,231,29764.57
ETP_2016,MERCER VALVE CO INC,KR,2015,188,2410.59
ETP_2016,ALLIANCE REPROGRAPHICS LLC,KR,2015,51,5372.07
ETP_2016,ARGUIJO OILFIELD SERVICES INC,KR,2015,525,15414.81
ETP_2016,DS SERVICES OF AMERICA INC,KR,2015,90,521.11
ETP_2016,MICHAEL WILBURN,RE,2015,61,952.45
ETP_2016,J & X TRUCKING LLC,KR,2015,443,4821.91
ETP_2017,SAULSBURY INDUSTRIES INC,KR,2015,57,14026.12
Sunoco_2017,FISHER & ARNOLD INC,1,2015,153,1670.2
Sunoco_2017,PHOENIX CLEAN,1,2015,63,1382.02
Sunoco_2017,Incomm,0,2015,348,1059.09
Sunoco_2017,BLUE RIDGE BEVERAGE COMPANY INC,1,2015,211,202.93
Sunoco_2017,POLAR REFRIGERATION SERVICES LLC,1,2015,301,686.36
Sunoco_2017,Carolina Country Snacks,0,2015,123,75.67
Sunoco_2017,"PUGS, Inc.",0,2015,1360,153.26
Sunoco_2017,Valero,2,2015,78,13743.67
Chemours_2016,LINDE LLC,RN,2015,718,8386.48
Sanchez_2018,THRU TUBING SOLUTIONS INC,APINV,2015,68,22003.63
Sanchez_2018,GLENN SECURITY SYSTEMS INC,APINV,2015,263,165.95
Sanchez_2018,PUBLIC SERVICE COMPANY OF OKLAHOMA,APINV,2015,314,916.96
NobleEnergy_2018,C-LOGISTICS LLC,DO,2015,99,32802.24
NobleEnergy_2018,MONSTER HEAVY HAULERS LLC,DO,2015,75,15906.75
NobleEnergy_2018,EPIC INTEGRATED SERVICES LLC,DO,2015,709,1968.3
NobleEnergy_2018,WAYNES WELDING SERVICE,DO,2015,120,1015.82
NobleEnergy_2018,WELLS WHISPER LLC,DO,2015,95,1346.63
Williams_2017,MESA MEASUREMENT LLC,,2015,111,750.46
Williams_2017,STERLING CRANE LLC,,2015,66,3344.18
Williams_2017,INSIGHT SERVICES INC,,2015,70,131.73
Williams_2017,EMSL ANALYTICAL INC,,2015,217,110.09
Williams_2017,S2W CONTRACTING LLC,,2015,475,5070.36
Williams_2017,EARTH ARMOR MAT COMPANY,,2015,89,7171.14
Williams_2017,SHAMROCK MANAGEMENT LLC,,2015,85,6492.43
Williams_2017,CONSTRUCTION SAFETY EXPERTS,,2015,62,3461.71
Williams_2017,IBEX INC,,2015,80,1094.93
ETP_2016,DALLAS EMPLOYMENT SERVICES IN,KR,2015,51,1747.11
ETP_2016,MICHIGAN DEPARTMENT OF NATURAL,KR,2015,55,1103.86
Sunoco_2017,K AND S PLUMBING CO.,1,2015,112,781.14
Chemours_2016,TRI STATE ROOFING & SHEET METAL CO,RN,2015,56,5871.62
Chemours_2016,PRITCHARD ELECTRIC CO INC,RN,2015,82,10928.99
Chemours_2016,CN,RN,2015,123,878.92
Sanchez_2018,W JOE SHAW LTD,APINV,2015,157,175.71
NobleEnergy_2018,LIBCO ENTERPRISES INC,DO,2015,443,179.45
NobleEnergy_2018,BIG SKY ENERGY EQUIPMENT INC,DO,2015,195,4138.32
NobleEnergy_2018,STATE OF COLORADO,QUORUM,2015,82,498.13
Williams_2017,EXPERIS US INC,,2015,291,4055.71
Williams_2017,FOUR STATES GASKET & RUBBER INC,,2015,201,374.89
Williams_2017,GRAYBAR ELECTRIC CO INC,,2015,1274,2771.7
Williams_2017,SETPOINT INTEGRATED SOLUTIONS INC,,2015,1159,1774.78
Williams_2017,ARAMARK REFRESHMENT SERVICES LLC,,2015,78,282.65
Williams_2017,CRESCENT SERVICES LLC,,2015,247,2324.61
Williams_2017,STEVENS TRUCKING COMPANY,,2015,116,5120.22
Williams_2017,DG INVESTMENT INTERMEDIATE HOLDINGS 2,,2015,130,2498.16
ETP_2016,BD HOLT CO,KR,2015,987,7926.72
ETP_2016,WAUKESHA PEARCE INDUSTRIES INC,KR,2015,605,3944.72
ETP_2016,TYNDALE ENTERPRISES INC,KR,2015,1994,322.87
ETP_2016,LKCM WM DISTRIBUTION LLC,KR,2015,98,2120.69
ETP_2016,RODRIGUEZ BACKHOE SERVICES,KR,2015,82,5294.72
ETP_2016,STUPP CORPORATION BATON ROUGE,RE,2015,208,1166561.66
ETP_2016,PANHANDLE MAINTENANCE LLC,KR,2015,110,13581.86
ETP_2016,EZEFLOW INC,RE,2015,168,45439.64
ETP_2016,EXPRESS BOLT & GASKET LLC,RE,2015,75,1860.13
ETP_2016,COMPASS ENGINEERING & CONSULTANTS,KR,2015,82,3139.13
ETP_2017,TRIANGLE WELL SERVICING INC,KR,2015,55,1758.39
Sunoco_2017,J AND T REFRIGERATION,1,2015,146,1136.9
Sunoco_2017,LENNOX NATIONAL ACCOUNT SERVICES LLC,1,2015,431,2133.08
Sunoco_2017,Alarm Security & Contracting,1,2015,76,46.94
Sunoco_2017,Transaction Network Services Inc,1,2015,242,30.1
Chemours_2016,ACUREN INSPECTION INC,RN,2015,145,1982.79
NobleEnergy_2018,REDBACK ENERGY SERVICES LLC,DO,2015,449,12188.35
NobleEnergy_2018,MORGAN COUNTY RURAL ELECTRIC ASSN,Manual Invoice Entry,2015,80,29547.94
NobleEnergy_2018,MCADOO'S INC,DO,2015,102,1622.56
Williams_2017,RILEY INDUSTRIAL SERVICES INC,,2015,65,9184.18
Williams_2017,SWIFT TECHNICAL CANADA INC,,2015,141,6323.07
Williams_2017,CAISSEN WATER TECHNOLOGIES INC,,2015,108,202.8
Williams_2017,JOSEPH CLAYTON OLIVEAUX DBA JMA TRACTOR SERVICES LLC,,2015,53,3350.0
Williams_2017,REVERE CONTROL SYSTEMS INC,,2015,61,11640.53
Williams_2017,COURTNEY CONSTRUCTION INC,,2015,254,135601.37
ETP_2016,MICRO MOTION INC,KR,2015,57,4034.15
ETP_2016,COLTEC INDUSTRIES INC,KR,2015,67,2735.7
ETP_2016,CB & I GOVERNMENT SOLUTIONS INC,KR,2015,63,11185.55
ETP_2016,PROCESS COMPONENTS INC,KR,2015,184,2736.01
ETP_2017,UNITED PARCEL SERVICE INC,KR,2015,174,129.67
ETP_2017,JAN XRAY SERVICES INC,KR,2015,66,7555.48
Sunoco_2017,THAD ZIEGLER GLASS LTD,1,2015,99,196.56
Sunoco_2017,FRONT RANGE ENVIRONMENTAL,1,2015,59,2702.64
Chemours_2016,NEXEO SOLUTIONS LLC,RN,2015,51,10715.37
Chemours_2016,ELM SOLUTIONS,K0,2015,457,106.07
NobleEnergy_2018,MOUNTAIN STATES CASING CO LLC,DO,2015,120,5061.1
NobleEnergy_2018,TARR REDI-MIX CONCRETE & BUILDING SUPPLIES INC,DO,2015,70,1782.17
Williams_2017,ENTERPRISE PRODUCTS OPERATING LLC,,2015,139,608117.39
Williams_2017,BOLT MASTERS INC,,2015,119,475.24
Williams_2017,SERVICE RESOURCES CORP,,2015,105,2438.54
Williams_2017,PIPELINE EQUIPMENT INC,,2015,79,6196.14
Williams_2017,SCHNEIDER ELECTRIC SYSTEMS USA INC,,2015,56,15492.63
Williams_2017,SOLVENTS AND PETROLEUM SERVICE INC,,2015,75,3106.03
ETP_2016,WHOLESALE ELECTRIC SUPPLY CO,KR,2015,117,1812.74
ETP_2016,JM TEST SYSTEMS INC,KR,2015,121,3090.38
ETP_2016,RESOURCE STAFFING HOUSTON INC,KR,2015,143,897.03
ETP_2016,TUBOSCOPE VETCO DEUTSCHLAND GMBH,KR,2015,84,84778.88
ETP_2016,CR INSPECTION INC,KR,2015,57,3299.44
Chemours_2016,NATIONAL VACUUM ENVIRONMENTAL SERVI,RN,2015,62,2595.72
Chemours_2016,XEROX CORP,RN,2015,74,191.79
Chemours_2016,INDUSTRIAL SCIENTIFIC,RN,2015,163,717.49
Sanchez_2018,SELECT ENERGY SERVICES LLC,APINV,2015,403,1691.4
NobleEnergy_2018,DYNAMIC STRUCTURES INC,DO,2015,419,13864.71
NobleEnergy_2018,DEEPSEA QUALITY CONSULTING INC,DO,2015,117,21671.29
Williams_2017,BEST LINE EQUIPMENT,,2015,199,2449.03
Williams_2017,ADVANCED GAS ENGINE SOLUTIONS INC,,2015,139,1191.11
ETP_2016,AUTOMATION X CORPORATION,KR,2015,164,3007.04
ETP_2016,RANDALL KEITH COUNTS  DESERT,KR,2015,207,8942.13
ETP_2016,BRIDGEFIELD ELECTRICAL SERVICES INC,KR,2015,207,41572.89
ETP_2016,EXPERITEC INC,KR,2015,360,5362.88
ETP_2016,ELK TRANSPORTATION INC,KR,2015,112,7626.89
Sunoco_2017,Budweiser of Cookeville-Ideal Dist - Fin,0,2015,52,72.27
Chemours_2016,AWC INC,RS,2015,159,1212.88
Chemours_2016,CUEVAS MACHINE CO INC,RS,2015,114,7932.75
Chemours_2016,FLOWSERVE CORP,RS,2015,188,1565.56
Sanchez_2018,FESCO LTD,APINV,2015,195,5773.0
Sanchez_2018,C & H WELDING & FABRICATING INC,APINV,2015,95,1260.79
Sanchez_2018,FTS INTERNATIONAL SERVICES,APINV,2015,133,14181.59
NobleEnergy_2018,FRONT RANGE INDUSTRIAL SUPPLY,DO,2015,136,1334.08
NobleEnergy_2018,BP AMERICA PRODUCTION CO,IMAGING,2015,54,1637826.27
Williams_2017,CHEVRON PRODUCTS COMPANY A DIVISION OF CHEVRON USA INC,,2015,153,4051.12
Williams_2017,H&H X-RAY SERVICES INC,,2015,510,8623.23
Williams_2017,J&M ENTERPRISES LLC,,2015,52,17114.55
Williams_2017,NORTH PARK TRANSPORTATION CO,,2015,59,307.37
Williams_2017,FAS ENVIRONMENTAL SERVICES LLC,,2015,60,1791.97
Williams_2017,CLAVERACK RURAL ELECTRIC,,2015,296,991.53
Williams_2017,WELLS FARGO BANK,,2015,243,185545.11
Williams_2017,TWIN PEAKS PUMP & SUPPLY INC,,2015,695,673.8
Williams_2017,BIGHORN CONSTRUCTION & RECLAMATION,,2015,96,5868.51
ETP_2016,NCH CORPORATION,KR,2015,1038,1139.88
ETP_2016,LIBERTY PL SERVICES LLC,KR,2015,61,6569.93
ETP_2016,J & J METAL WORKS INC,KR,2015,51,805.7
ETP_2016,ARCADIA OILFIELD SUPPLY INC,KR,2015,91,1436.14
Sunoco_2017,AUTOMATED LOGIC CONTRACTING,1,2015,119,6772.71
Sunoco_2017,Republic National Distributing Co. - Fin,0,2015,325,310.2
Sanchez_2018,LUERAS WELDING SERVICE INC,APINV,2015,120,1930.11
Sanchez_2018,TXAM PUMPS LTD,APINV,2015,412,1180.1
Sanchez_2018,JBK WELL SERVICE LLC,APINV,2015,576,985.74
Sanchez_2018,G & J WELL SERVICE INC,APINV,2015,296,194.52
NobleEnergy_2018,HARVEY OST OILFIELD SERVICES LLC,DO,2015,63,2191.03
NobleEnergy_2018,ERICK FLOWBACK SERVICES LLC,DO,2015,53,5082.12
NobleEnergy_2018,BULLSEYE TESTING INC,DO,2015,86,11546.31
Williams_2017,O NEILL SALES LLC,,2015,60,1526.06
Williams_2017,KOZY KOUNTRY FARM LLC,,2015,78,3148.12
Williams_2017,AIR STAR INC,,2015,124,3163.97
Williams_2017,DL PETERSON TRUST INC,,2015,84,101264.89
Williams_2017,EASTSIDE CONSULTANTS INC,,2015,53,4021.84
Williams_2017,OIL STATES ENERGY SERVICES LLC,,2015,168,5812.95
Sunoco_2017,LYND FUELING SYSTEMS INC,1,2015,225,615.85
ETP_2016,TEAM TECHNICAL SERVICES,KR,2015,92,1299.51
ETP_2016,JOE DIRT EXCAVATING INC,KR,2015,89,45655.65
ETP_2016,ODESSA AMERICAN INDUSTRIAL MACHINE,KR,2015,238,5380.69
ETP_2016,PANTHER ENERGY SERVICES LLC,KR,2015,701,2867.29
ETP_2016,WATER WORKS TRANSPORT LLC,KR,2015,88,1100.06
Sunoco_2017,INNOVATIVE  CORROSION,1,2015,1219,762.41
Sunoco_2017,GROUNDWATER & ENVIRONMENTAL,,2015,77,4506.2
Chemours_2016,PRODESCO INC,RK,2015,71,74331.64
Chemours_2016,INGRAM BARGE CO,RN,2015,211,21858.29
Chemours_2016,AETNA INTEGRATED SERVICES,RN,2015,127,1117.27
Sanchez_2018,MONTEZ ELECTRICAL SERVICES,APINV,2015,82,5027.23
NobleEnergy_2018,SWCA INCORPORATED,DO,2015,78,6321.4
NobleEnergy_2018,NOBLE ENERGY INC/PAYROLL ACCT,Manual Invoice Entry,2015,180,1391768.18
Williams_2017,APPALACHIAN WATER SERVICES LLC,,2015,189,855.11
Williams_2017,BROCK SERVICES LLC,,2015,131,60191.9
Williams_2017,R MURPHY SERVICES INC,,2015,81,20072.94
Williams_2017,LOUISIANA TANK INC,,2015,157,780.44
Williams_2017,COX COMMUNICATIONS INC,,2015,128,3769.03
Williams_2017,D & R OILFIELD CONSTRUCTION LLC,,2015,114,5001.94
ETP_2016,KESTREL ENERGY SERVICES LLC,KR,2015,150,14630.15
ETP_2016,DALE ANN CO INC,KR,2015,59,1594.66
ETP_2016,VANDER INTERMEDIATE HOLDING III,KR,2015,79,1890.36
ETP_2016,FLATLAND HOLDINGS INC,KR,2015,68,376.92
ETP_2016,ALLIANCE MACHINE & SPECIALTIES INC,KR,2015,221,2339.01
ETP_2016,FULCO TRUCKING LLC,KR,2015,1074,878.03
ETP_2016,IRISNDT INC,KR,2015,162,1634.99
ETP_2016,SAFETY COMPLIANCE MANAGEMENT LLC,KR,2015,379,5918.61
ETP_2016,APEX SURVEYING & MAPPING INC,KR,2015,106,3310.94
Sunoco_2017,JOHNSON SUPPLY AND EQUIPMENT CORP.,1,2015,301,26.39
Sunoco_2017,TENNESSEE VALLEY ICE COMPANY LLC,1,2015,317,134.06
Sunoco_2017,Liberty USA,1,2015,57,31.82
Chemours_2016,EUROFINS LANCASTER LABORATORIES,RN,2015,203,645.31
Chemours_2016,OPTIMA CHEMICAL GROUP LLC,RN,2015,67,10322.79
NobleEnergy_2018,SOLO CONSTRUCTION LLC,DO,2015,183,27428.63
Williams_2017,CECO PIPELINE SERVICES CO INC,,2015,119,88694.37
Williams_2017,ANIXTER INC,,2015,144,1302.21
Williams_2017,DXP ENTERPRISES INC3,,2015,1839,362.29
Williams_2017,REPUBLIC SERVICES,,2015,133,391.59
Williams_2017,ABCO SERVICES LLC,,2015,332,4219.99
Williams_2017,BAKER MORAN DOGGETT MA & DOBBS LLP,,2015,123,7423.11
Williams_2017,LONESTAR LAND SERVICES LLC,,2015,363,1322.88
Williams_2017,JACAM CHEMICALS 2013 LLC,,2015,71,232.84
Sunoco_2017,Citgo Petroleum Corporation,1,2015,1140,-35578.04
Sunoco_2017,TEXAS WATER MANAGEMENT LLP,1,2015,341,426.57
ETP_2016,VINSON PROCESS CONTROLS COMPANY LP,KR,2015,542,5646.06
ETP_2016,HERITAGE CRYSTAL CLEAN INC,KR,2015,173,2154.15
ETP_2016,BURT LEASE SERVICE,KR,2015,54,1127.98
ETP_2016,TARGA MIDSTREAM SERVICES LLC,KR,2015,51,173981.17
ETP_2016,MUSTANG MACHINERY COMPANY LTD,KR,2015,331,9828.11
ETP_2016,BURKE WELDING SUPPLY AND TOOL CO,KR,2015,80,296.47
ETP_2016,SANGUINE FOUR INC,KR,2015,87,4452.11
ETP_2016,TULPEHOCKEN MT SPRING WATER,KR,2015,90,19.03
Sunoco_2017,ISAAC HEATING & AIR,,2015,104,653.64
Sunoco_2017,Palmer Foodservice,0,2015,189,489.81
Chemours_2016,AMERICAN EXPRESS CO MEXICO SA DE CV,KA,2015,368,5539.09
Sanchez_2018,TEXAS HOT OILERS INC,APINV,2015,71,757.95
Sanchez_2018,EMS USA  INC,APINV,2015,2439,877.16
NobleEnergy_2018,SUPERIOR OPTIMIZATION LTD,DO,2015,118,1131.34
NobleEnergy_2018,NATURAL GAS SERVICES GROUP INC,DO,2015,1201,3809.07
NobleEnergy_2018,BOP LAND SERVICES LP,DO,2015,144,4433.9
NobleEnergy_2018,SAUL RODRIGUEZ,DO,2015,635,527.07
Williams_2017,PREMIER NDT SERVICES INC,,2015,357,2860.37
Williams_2017,JD YOUNG COMPANY INC,,2015,64,867.03
Williams_2017,AXIS MEASUREMENT AND CONSTRUCTION LLC,,2015,65,2797.18
ETP_2016,TESSCO,RE,2015,181,1000.43
ETP_2016,DANIEL MEASUREMENT AND CONTROL,KR,2015,56,4056.34
ETP_2016,GOLDEN FIELD SERVICES INC,KR,2015,209,20433.36
ETP_2016,BENNETT CONSTRUCTION INC,KR,2015,215,36852.98
ETP_2016,A T CHADWICK COMPANY INC,KR,2015,57,26309.63
ETP_2016,AWC INC,KR,2015,81,1917.97
ETP_2016,END 2 END TECHNOLOGIES,KR,2015,193,1028.24
ETP_2016,REEVES RENT A JOHN,KR,2015,67,94.61
Sunoco_2017,The Icee Company,1,2015,97,3724.23
Sunoco_2017,"Berliner Specialty Distributors, Inc",0,2015,117,269.41
Chemours_2016,CUMBERLAND VALVE & FITTING,RS,2015,173,659.76
Sanchez_2018,ODESSA SEPARATOR INC,APINV,2015,79,2063.43
Sanchez_2018,SOUTH TEXAS POWER,APINV,2015,148,4401.78
Sanchez_2018,GULF COAST WEED CONTROL,APINV,2015,65,169.23
NobleEnergy_2018,SUNRISE OILFIELD SUPPLY INC,DO,2015,103,398.0
Williams_2017,SUNNYSIDE SUPPLY INC,,2015,607,632.69
Williams_2017,ADVANTAGE LEARNING SOLUTIONS INC,,2015,52,287.03
Williams_2017,SAFETY KLEEN SYSTEMS INC,,2015,215,430.74
ETP_2016,LVS INVESTMENTS INC,KR,2015,54,9688.8
ETP_2016,PATRIOT COMPRESSOR PARTS LLC,KR,2015,108,1612.85
Sunoco_2017,GRAINGER,1,2015,365,218.76
