ProjectID,Supplier,Year,Avg_Invoice_Amount,Total_Invoice_Count
MarathonOil_2013,WIPRO LIMITED,2012,70874.77,266
MarathonOil_2013,COMMUNICA LTD,2012,70860.57,54
Williams_2017,PUBLIC SERVICE CO OF OKLAHOMA,2017,70860.16,77
Anadarko_2014,TOTAL TRANSLATIONS,2013,70838.28,59
Anadarko_2014,BRASCO LOGISTICA OFFSHORE,2011,70814.02,97
Anadarko_2018,"ONESUBSEA, LLC",2017,70751.74,73
Anadarko_2014,MID-AMERICA PIPELINE COMPANY,2013,70726.96,104
Anadarko_2014,UE COMPRESSION LLC,2013,70712.01,132
Williams_2017,EFFICIENT PIPELINE LLC,2017,70504.94,107
Sunoco_2017,MUREX NA LTD,2015,70472.9,117
ChevronPhillips_2012,TARGA MIDSTREAM SERVICES,2011,70191.76,122
Anadarko_2018,XTREME DRILLING INC,2017,70052.35,190
Anadarko_2014,ROCKY MOUNTAIN POWER,2011,70017.83,779
Tesoro_2014,GIBSON GAS LIQUIDS PARTNERSHIP,2013,69775.08,153
Williams_2017,DOLPHIN SERVICES LLC,2015,69764.31,157
Anadarko_2018,WILLIAMS PARTNER LP,2017,69649.07,73
NobleEnergy_2018,BOP HERITAGE LLC,2016,69638.1,104
Tesoro_2014,"SAP AMERICA, INC.",2011,69596.66,131
Anadarko_2014,CAPITA HEALTH AND WELLBEING LTD,2011,69556.45,63
Anadarko_2014,SAMUEL ENGINEERING INC,2013,69552.51,213
NobleEnergy_2018,GAP INTERNATIONAL INC,2015,69494.93,104
Tesoro_2014,TANCO ENGINEERING INC,2012,69320.79,84
Williams_2017,RABALAIS CONSTRUCTORS LLC DBA,2013,69313.16,78
Anadarko_2014,PIONEER COILED TUBING SERVICES LLC,2011,69302.32,120
Anadarko_2014,TOTAL TRANSLATIONS,2011,69280.76,70
Anadarko_2014,KINDER MORGAN OPEARTING LP,2013,69179.41,93
NobleEnergy_2018,BOSQUE DISPOSAL SYSTEMS LLC,2017,69154.36,98
Chemours_2016,CONSTRUCCION Y MANTENIMIENTO,2015,69138.52,67
ChevronPhillips_2012,EI DUPONT DE NEMOURS & COMPANY,2011,69062.93,66
Sunoco_2017,WAYNE FUELING SYSTEMS LLC - WIRE,2015,69053.87,192
Tesoro_2014,PLAINS PRODUCTS TERMINALS LLC,2013,69020.73,126
Anadarko_2018,RADISSON BLU HOTEL MAPUTO,2017,69008.76,60
Sunoco_2017,ECOVA INC,2016,68988.84,96
Williams_2017,ERNST & YOUNG US LLP,2017,68984.05,65
NobleEnergy_2018,WORKSTRINGS LLC,2014,68978.69,52
Tesoro_2014,CHS INC,2013,68957.37,466
ChevronPhillips_2012,CHEMTURA  CORPORATION,2011,68940.42,127
Williams_2017,MAINTENANCE ENTERPRISES LLC,2015,68801.33,65
Anadarko_2014,GLENN O HAWBAKER INC,2011,68779.48,546
Anadarko_2014,T K STANLEY INC,2011,68744.62,112
Anadarko_2014,KINDER MORGAN OPEARTING LP,2012,68661.95,57
ChevronPhillips_2012,AQUALON COMPANY HERCULES PLAZA,2010,68656.68,76
Williams_2017,WENGER PIPELINE CONSTRUCTION INC,2015,68606.19,116
MarathonOil_2013,STOKES & SPIEHLER INTL INC,2012,68571.62,197
Tesoro_2014,VERIFONE INC,2013,68526.92,67
Anadarko_2014,TRANSCONTINENTAL GAS PIPE LINE CO L,2012,68502.19,56
ChevronPhillips_2012,AQUALON COMPANY,2009,68481.66,54
Williams_2017,WOOD GROUP USA INC,2015,68454.23,480
ETP_2017,PIERCE CONSTRUCTION AND,2016,68434.33,58
ETP_2016,GASTECH ENGINEERING LLC,2015,68396.41,146
Anadarko_2014,CAPITA HEALTH AND WELLBEING LTD,2012,68283.3,51
Chemours_2016,PRODESCO INC,2016,68241.53,98
Williams_2017,HILLIS GROUP LLC,2017,68223.86,144
Anadarko_2014,"PRODUCTION MANAGMENT INDUSTRIES, LL",2012,68141.04,70
Williams_2017,WILECO INC,2016,67983.42,52
Chemours_2016,MANPOWER SA DE CV,2016,67837.32,55
NobleEnergy_2018,TEXAS GENERAL LAND OFFICE,2017,67784.87,164
Sanchez_2018,KINGSLEY CONSTRUCTORS INC,2018,67700.72,67
Anadarko_2014,AKER SUBSEA INC,2011,67688.82,113
ETP_2017,LEGACY FIELD SERVICES LLC,2015,67683.67,74
Chemours_2016,ENTERGY LOUISIANA LLC,2015,67580.53,72
ChevronPhillips_2012,METALTEK INTERNATIONAL INC,2008,67562.62,84
NobleEnergy_2018,VINSON & ELKINS LLP,2017,67441.18,74
Tesoro_2014,TESORO LOGISTICS GP LLC (1600),2011,67428.19,72
Anadarko_2014,WILLBROS CONSTRUCTION US LLC,2012,67211.36,146
Anadarko_2014,MOTORCARE LDA,2012,67037.19,181
Williams_2017,MIDWAY ENERGY SERVICES,2015,66878.1,74
Anadarko_2018,LANDMARK GRAPHICS CORP.,2017,66856.33,142
ETP_2017,BRAZOS ROCK INC,2016,66505.76,137
Anadarko_2014,"RANCHO ENCANTADO, L.P.",2013,66421.81,56
Anadarko_2014,STATE OF LOUISIANA,2012,66421.4,59
Chemours_2016,AIR PRODUCTS & CHEMICALS,2015,66172.42,138
Anadarko_2014,EXPEDITORS & PRODUCTION SVCS CO INC,2014,66052.6,126
Anadarko_2018,SAMUEL ENGINEERING INC,2017,65956.42,99
Anadarko_2018,"PANELMATIC TEXAS, INCORPORATED",2017,65930.79,119
Williams_2017,WENGER PIPELINE CONSTRUCTION INC,2014,65703.83,164
Williams_2017,DANOS LLC,2016,65643.16,165
Anadarko_2014,TIC-THE INDUSTRIAL COMPANY WY INC,2012,65503.55,191
Tesoro_2014,INERGY SERVICES,2011,65430.95,205
ETP_2017,BARRILLEAUX INC,2016,65371.1,60
Anadarko_2018,BREAKWATER ENERGY PARTNERS LLC,2017,65357.75,91
Williams_2017,STERLING CONSTRUCTION MANAGEMENT LLC,2015,65328.67,125
Williams_2017,B & E RESOURCES LTD CO,2015,65317.28,66
Anadarko_2014,FIBERSPAR CORP & ITS AFFILIATES,2011,65301.18,270
ETP_2017,STEPTOE & JOHNSON PLLC,2016,65300.41,86
ETP_2017,HARSCO CORPORATION,2016,65256.27,116
MarathonOil_2013,O-TEX PUMPING LLC,2012,65245.58,199
ETP_2016,LATHAM & WATKINS LLP,2015,65125.8,124
Williams_2017,BLANCHARD CONTRACTORS INC,2016,65120.93,205
Tesoro_2014,JONES CONTRACTORS INC,2013,65109.71,91
ETP_2016,GRANT THORNTON LLP,2015,65094.09,93
Anadarko_2014,"FLEXSTEEL PIPELINE TECHNOLOGIES, IN",2013,65056.23,140
NobleEnergy_2018,HELMERICH & PAYNE INTNL DRILLING CO,2017,65040.92,520
Tesoro_2014,PILOT TRAVEL CENTERS LLC,2012,64970.66,267
Chemours_2016,AGUILA MANTENIMIENTO INDUSTRIAL,2015,64909.19,59
Anadarko_2014,C & S OILFIELD SERVICES LLC,2013,64889.87,73
Williams_2017,TURNER INDUSTRIES GROUP LLC,2016,64793.99,128
Anadarko_2014,STATE OF LOUISIANA,2013,64786.25,56
HESSCont_2012,TOTAL DEPTH SUPPLY INC,2013,64734.1,58
Tesoro_2014,HANSON TRUCKING INC,2012,64718.79,53
Anadarko_2014,TRANSCONTINENTAL GAS PIPE LINE CO L,2011,64679.57,63
Williams_2017,AMERICAN ELECTRIC POWER,2016,64672.74,203
Chemours_2016,AGC CHEMICALS AMERICAS INC,2015,64661.29,137
Anadarko_2014,LEED FABRICATION SERVICES INC,2011,64648.7,155
Anadarko_2014,TETRA APPLIED TECHNOLOGIES LLC,2013,64612.26,309
Anadarko_2014,PUMPCO INC,2012,64603.75,727
ETP_2016,PIERCE CONSTRUCTION AND,2015,64457.25,93
Chemours_2016,SOLVAY FINANCE AMERICA LLC,2016,64420.94,76
ChevronPhillips_2012,TAUBER PETROCHEMICAL COMPANY,2011,64151.8,61
Tesoro_2014,FLUOR ENTERPRISES INC,2013,63995.34,198
Williams_2017,HEMPHILL LLC,2015,63862.72,54
Williams_2017,TX COMPTROLLER OF PUBLIC ACCOUNTS,2016,63844.84,58
Anadarko_2014,PACER ENERGY ACQUISITIONS LLC,2011,63843.2,150
Anadarko_2014,NABORS OFFSHORE CORPORATION,2011,63840.56,58
Anadarko_2018,OFFSHORE ENERGY SERVICES INC,2017,63740.47,161
Anadarko_2014,BRISCOE RANCH INC,2011,63718.65,610
Anadarko_2014,CALFRAC WELL SERVICES CORP,2012,63636.92,193
Anadarko_2014,MOTORCARE LDA,2013,63631.73,285
HESSCont_2012,NABORS OFFSHORE CORPORATION,2013,63430.26,59
ETP_2016,BIG ELK ENERGY SYSTEMS LLC,2015,63379.45,62
ETP_2016,TROY CONSTRUCTION LLC,2015,63253.15,54
Anadarko_2014,POWER SERVICES OF COLORADO,2013,63187.62,78
NobleEnergy_2018,HELMERICH & PAYNE INTNL DRILLING CO,2016,63112.94,344
Anadarko_2014,HOLLOMAN CORPORATION,2014,63090.85,82
Anadarko_2014,FANCY AUTO RENT A CAR,2013,63035.47,86
Anadarko_2014,FIBERSPAR CORP & ITS AFFILIATES,2012,63025.57,296
Anadarko_2014,DRALCO SYSTEMS LLC,2013,62944.14,53
MarathonOil_2013,FIBERSPAR CORPORATION,2012,62938.81,54
Anadarko_2014,HMTBP HOLDINGS INC,2012,62840.12,89
Anadarko_2014,THE PRIDE SERVICES CO INC,2011,62723.36,86
Williams_2017,OPEN LINK FINANCIAL INC,2016,62570.65,60
NobleEnergy_2018,STATE OF COLORADO,2015,62546.41,311
Anadarko_2014,PUMPCO INC,2013,62331.36,340
Anadarko_2014,FULBRIGHT & JAWORSKI LLP,2013,62271.8,69
Anadarko_2014,C & S OILFIELD SERVICES LLC,2014,62153.16,81
Anadarko_2014,PATTERSON-UTI DRILLING CO LP,2011,62070.47,73
Tesoro_2014,GRUBB & ELLIS MANAGEMENT SERVICES I,2013,62028.0,61
Williams_2017,ARCHROCK PARTNERS LP,2016,62006.59,234
ChevronPhillips_2012,CABOT CORPORTAION CARBON BLACK DIV,2011,61967.11,77
Williams_2017,MCCLURE COMPANY,2015,61925.21,64
Anadarko_2018,DOWNHOLE TECHNOLOGY LLC,2017,61911.38,123
Williams_2017,ENCOMPASS PIPELINE LLC,2014,61807.07,456
ETP_2016,GRAZCO INC,2015,61805.29,61
Anadarko_2014,PRICEWATERHOUSECOOPERS LLP,2013,61803.94,51
Tesoro_2014,KENAI PENINSULA BOROUGH,2012,61788.73,54
ChevronPhillips_2012,AQUALON COMPANY,2008,61765.47,107
ETP_2016,HOUSTON INSPECTION FIELD,2015,61644.9,392
ETP_2017,BROUGHTON ELECTRIC INC,2016,61421.99,83
Williams_2017,CHI ENGINEERING SERVICES INCORPORATED,2016,61407.49,93
Williams_2017,GULF INTERSTATE ENGINEERING CO,2016,61371.76,103
NobleEnergy_2018,STATE OF COLORADO,2017,61357.19,203
Williams_2017,DANOS LLC,2015,61339.04,325
Anadarko_2014,FIBERSPAR CORP & ITS AFFILIATES,2014,61337.72,237
Anadarko_2018,WARRIOR ENERGY SERVICES CORPORATION,2017,61273.77,76
Anadarko_2014,HUNT GUILLOT & ASSOCIATES LLC,2013,61273.13,201
NobleEnergy_2018,KEYSTONE CLEARWATER SOLUTIONS LLC,2015,61240.91,315
NobleEnergy_2018,CLARIANT CORPORATION,2016,61184.56,94
Anadarko_2014,COLORADO VALVE AND CONTROLS INC,2014,61131.5,65
Williams_2017,WELLS FARGO BANK,2016,61093.78,52
Tesoro_2014,GE BETZ INC,2012,61059.45,143
Anadarko_2014,TOTAL TRANSLATIONS,2012,60999.86,62
MarathonOil_2013,ATLANTIC METHANOL PRODUCTION COMPANY,2012,60979.54,142
Williams_2017,MUELLER ENVIRONMENTAL DESIGNS INC,2015,60929.64,60
Anadarko_2014,THE PRIDE SERVICES CO INC,2013,60776.66,123
NobleEnergy_2018,FRANKS INTERNATIONAL LLC,2015,60762.21,73
NobleEnergy_2018,PACKERS PLUS ENERGY SERVICES (USA) INC,2016,60731.89,129
ETP_2017,MONT BELVIEU CAVERNS LLC,2016,60587.72,66
Anadarko_2014,RJ TAYLOR WYATT LLC,2014,60553.86,154
Anadarko_2014,"PPI QUALITY AND ASSET MANAGEMENT, L",2013,60533.01,262
Tesoro_2014,RPMG INC,2013,60515.47,3351
Chemours_2016,AGC CHEMICALS AMERICAS INC,2016,60421.12,120
ChevronPhillips_2012,ZACHRY INDUSTRIAL INC,2009,60370.58,1317
Williams_2017,GIBSON APPLIED TECHNOLOGY & ENGINEERING (TEXAS) LLC,2016,60331.05,162
Anadarko_2014,KINGSLEY CONSTRUCTORS INC,2011,60302.94,370
Anadarko_2014,"NOVITEX ENTERPRISE SOLUTIONS, INC.",2013,60276.03,54
Williams_2017,BROCK SERVICES LLC,2015,60191.9,131
Anadarko_2014,WILLIAMS FIELD SERVICES INC- WIRE,2013,60147.13,83
Williams_2017,LINDE CORPORATION,2013,60117.02,58
Williams_2017,CHEVRON NORTH AMERICA EXPLORATION & PRODUCTION CO,2015,60094.75,69
ETP_2016,EDGEN MURRAY CORPORATION,2014,60092.95,56
ChevronPhillips_2012,JACOBS ENGINEERING,2009,60052.15,97
Anadarko_2014,HAMILTON ENGINEERING INC,2011,60019.95,663
Anadarko_2014,FIBERSPAR CORP & ITS AFFILIATES,2013,59865.67,258
Anadarko_2014,DIRECTIONS,2012,59861.97,55
Williams_2017,TRADE CONSTRUCTION CO LLC,2015,59843.12,171
Anadarko_2014,STRIKE LLC,2014,59772.36,356
ETP_2017,STACHE & ASSOCIATES LLC,2016,59723.15,53
Anadarko_2014,RIDER HUNT INTERNATIONAL,2012,59699.5,57
Tesoro_2014,JACOBS ENGINEERING GROUP INC,2011,59592.5,51
Chemours_2016,INGENIERIA Y CONSTRUCCIONES RIO,2016,59560.54,91
Anadarko_2014,INTERMOOR INC,2014,59512.65,56
Anadarko_2014,WL PLASTICS CORP,2014,59504.73,338
Williams_2017,CRAIN BROTHERS INC,2015,59495.5,75
Anadarko_2014,NOISE SOLUTIONS INC,2012,59493.73,93
ETP_2016,HART CONSTRUCTION LLC,2015,59362.32,78
Anadarko_2014,NEW TECH GLOBAL VENTURES LLC,2011,59315.12,774
ETP_2017,GRAZCO INC,2016,59301.88,52
Anadarko_2014,ELECTRONIC DESIGN FOR INDUSTRY INC,2012,59301.75,51
Williams_2017,PII NORTH AMERICA LLC,2016,59299.01,87
MarathonOil_2013,TRICAN WELL SERVICE LP,2013,59155.12,72
Anadarko_2014,EXP ENGINEERING INTERNATIONAL LLC,2013,59135.14,146
Anadarko_2014,"FLY & SERVICE EXPRESS, LIMITADA",2013,59125.89,55
Tesoro_2014,NUSTAR LOGISTICS LP,2011,59031.75,147
ChevronPhillips_2012,HONEYWELL INTL INC  SPECIALTY MATER,2011,58997.72,69
ETP_2017,PROJECT CONSULTING SERVICES INC,2016,58997.03,277
Anadarko_2014,SST ENERGY CORPORATION,2014,58914.58,247
Anadarko_2014,SBM FARMS LLC,2014,58900.82,71
Tesoro_2014,TSO - GOLDSTAR MARITIME CO (7200),2012,58839.4,172
Anadarko_2014,ULTRA PIPELINE LLC,2012,58837.8,290
Anadarko_2014,INTO AFRICA SERVICES,2014,58808.31,68
Anadarko_2014,TIC-THE INDUSTRIAL COMPANY WY INC,2013,58768.89,252
Tesoro_2014,CARGILL INC,2012,58692.68,436
Anadarko_2014,PROCESS EQUIPMENT & SERVICE CO INC,2013,58676.93,82
ETP_2016,SKW ENTERPRISE SOLUTIONS INC,2015,58655.98,145
Anadarko_2014,FRANKS INTERNATIONAL LLC,2011,58472.07,72
Anadarko_2014,BOURLAND & LEVERICH SUPPLY CO LLC,2012,58471.95,2850
Williams_2017,PUBLIC SERVICE CO OF OKLAHOMA,2016,58424.54,342
Tesoro_2014,ROYAL TRUCKING COMPANY,2013,58361.96,51
Anadarko_2014,SST ENERGY CORPORATION,2012,58352.36,271
Anadarko_2014,"BRAZOS ROCK, INC.",2013,58314.82,79
Anadarko_2014,ALLIS CHALMERS PRODUCTION SERVICES,2011,58141.01,65
ChevronPhillips_2012,CHEMTURA  CORPORATION,2010,58135.73,157
Chemours_2016,SOLVAY SPECIALTY POLYMERS USA LLC,2016,58107.42,68
Anadarko_2014,CALFRAC WELL SERVICES CORP,2011,58034.33,379
NobleEnergy_2018,C-PORT/STONE LLC,2014,58000.75,62
ETP_2016,CAMERON INTERNATIONAL CORPORATION,2015,57944.66,133
Tesoro_2014,CRIMSON RENEWABLE ENERGY LP,2013,57915.87,70
Anadarko_2018,QB JOHNSON MANUFACTURING INC,2017,57755.73,58
Anadarko_2014,MOTORCARE LDA,2014,57641.43,551
NobleEnergy_2018,TETRA TECHNOLOGIES INC,2017,57623.17,55
Anadarko_2014,DOLPHIN SERVICES LLC,2014,57554.27,774
Tesoro_2014,NGL SUPPLY WHOLESALE LLC,2012,57542.8,506
Williams_2017,GENERAL PIPELINE CONSTRUCTION INC,2015,57375.71,64
Sanchez_2018,AKIN GUMP,2015,57345.83,121
ETP_2017,CLEVELAND INTEGRITY SERVICES INC,2016,57274.84,661
ChevronPhillips_2012,MONT BELVIEU CAVERNS LLC,2009,57272.74,106
Anadarko_2014,O-TEX HOLDINGS INC.,2014,57247.37,156
Williams_2017,ENCOMPASS PIPELINE LLC,2015,57235.56,539
Anadarko_2018,BCERTA,2017,57221.62,55
ETP_2016,L AND P PIPELINE AND CONSTRUCTION I,2015,57158.45,54
Anadarko_2014,CETCO ENERGY SERVICES COMPANY LLC,2011,57121.07,68
Anadarko_2014,PENNSYLVANIA DEPT OF REVENUE,2012,57072.53,349
Anadarko_2018,ROCKY MOUNTAIN POWER,2017,57061.54,453
Tesoro_2014,WESTERN STATES OIL,2013,57041.08,85
NobleEnergy_2018,DRIL-QUIP INC,2016,57018.74,175
Anadarko_2014,"COLD CREEK CONSTRUCTION, LTD.",2011,56996.44,129
Anadarko_2014,SUNLAND CONSTRUCTION INC,2013,56887.91,79
HESSCont_2012,HALLIBURTON ENERGY SERVICES,2013,56868.19,606
ChevronPhillips_2012,DEGUSSA ENGINEERED CARBONS LP,2011,56795.92,68
Anadarko_2018,EMP COMPANY,2017,56789.78,76
MarathonOil_2013,WILLBROS CONSTRUCTION US LLC,2013,56758.95,330
Williams_2017,HOUCHIN CONSTRUCTION LLC,2014,56725.87,90
Anadarko_2014,ANCHOR DRILLING FLUIDS USA INC,2014,56632.91,230
Chemours_2016,SOLVAY FINANCE AMERICA LLC,2015,56582.68,114
Anadarko_2018,CETCO ENERGY SERVICES COMPANY LLC,2017,56577.05,82
ETP_2016,OHIO WEST VIRGINIA EXCAVATING CO,2015,56493.58,53
Tesoro_2014,EQUILIBRIUM CATALYST INC,2012,56473.27,51
ETP_2016,SAULSBURY INDUSTRIES INC,2014,56426.64,155
Anadarko_2014,"TRANSCITY,LDA",2014,56419.85,66
Anadarko_2014,PRECISION ENERGY SERVICES INC,2014,56383.64,96
Anadarko_2014,WET OILFIELD SERVICE LLC,2014,56370.37,78
ChevronPhillips_2012,LYONDELL CHEMICAL WORLDWIDE,2009,56282.98,105
ETP_2017,NMR PIPELINE LLC,2016,56259.37,125
Anadarko_2018,AMERI-FAB LLC,2017,56179.48,142
Williams_2017,EMERSON PROCESS MANAGEMENT VALVE AUTOMATION INC,2015,56077.23,76
Chemours_2016,AMERICAN ELECTRIC,2016,56073.32,65
Anadarko_2014,HAMILTON ENGINEERING INC,2012,56057.35,649
ETP_2017,MAMMOTH CARBON PRODUCTS LLC,2016,56041.76,68
Tesoro_2014,FLUOR ENTERPRISES INC,2012,56022.8,101
Anadarko_2014,WILSON SUPPLY,2011,56016.04,123
Anadarko_2014,PUMPCO INC,2014,55957.72,58
Anadarko_2018,CHEMTEC ENERGY SERVICES LLC,2017,55929.13,51
Williams_2017,COMPASS COMPRESSION SOLUTIONS,2015,55913.07,206
Sunoco_2017,PBF HOLDING COMPANY LLC,2016,55906.87,56
Anadarko_2014,NABORS COMPLETION & PRODUCTION SERV,2011,55870.29,1328
Tesoro_2014,TOMBSTONE ENERGY SOLUTIONS LP,2012,55818.07,61
Williams_2017,J-WOOD CONTRACTING LLC,2015,55807.77,207
Chemours_2016,MADERERIA NASA SA DE CV,2016,55785.07,68
Anadarko_2014,CHARLIE HUDSON & ASSOCS INC,2013,55737.4,68
ETP_2016,LARRETT ENERGY SERVICES INC,2015,55683.29,91
Anadarko_2014,PROTECH SALES INC,2012,55680.86,180
Anadarko_2014,CRESCENT DIRECTIONAL DRILLING,2014,55677.49,52
Anadarko_2014,SAVAGE SERVICES CORPORATION,2012,55664.64,397
Anadarko_2014,PIONEER DRILLING COMPANY,2013,55624.95,169
Anadarko_2014,RIDER HUNT INTERNATIONAL INC,2013,55565.12,77
Anadarko_2014,NORTHEAST ENERGY,2011,55521.87,76
Anadarko_2014,FLUID DISPOSAL SPECIALTIES INC,2014,55486.13,64
Anadarko_2014,C & S OILFIELD SERVICES LLC,2011,55442.85,55
ChevronPhillips_2012,HONEYWELL INTL INC  SPECIALTY MATER,2010,55413.27,65
Williams_2017,SUNLAND CONSTRUCTION INC,2016,55283.06,495
Tesoro_2014,LOS ANGELES COUNTY TAX COLLECTOR,2012,55264.64,217
Williams_2017,EXXONMOBIL CORP,2016,55247.91,187
MarathonOil_2013,HP ENTERPRISE SERVICES LLC,2012,55212.32,92
HESSCont_2012,PEAK OILFIELD SERVICE COMPANY,2013,55164.42,54
Tesoro_2014,US CUSTOMS & BORDER PROTECTION,2013,55157.76,288
Williams_2017,TEAM INDUSTRIAL SERVICES INC,2015,55156.25,159
Anadarko_2014,DOLPH BRISCOE III,2011,55059.81,75
Williams_2017,OPRONA INC,2015,55018.23,59
Anadarko_2014,HOTEL AVENIDA,2013,54872.0,73
MarathonOil_2013,GYRODATA SERVICES INC DEPT 534,2012,54751.12,146
Anadarko_2014,BOURLAND & LEVERICH SUPPLY CO LLC,2011,54750.31,2606
ETP_2017,KING TOOL COMPANY,2016,54683.38,69
ETP_2017,FOUTZ & BURSUM CONSTRUCTION CO INC,2016,54672.79,66
Anadarko_2014,BIG D CONSTRUCTION CO.,2011,54608.61,52
Anadarko_2018,BISHOP LIFTING PRODUCTS INC,2017,54549.04,66
Sanchez_2018,ERNA FRAC SAND,2016,54539.09,90
Tesoro_2014,WESTERN PETROLEUM COMPANY,2013,54419.73,323
ETP_2017,WILCREST FIELD SERVICES INC,2016,54324.5,339
Anadarko_2014,RANCHO SAN PEDRO JOINT VENTURE,2013,54264.85,57
Anadarko_2018,"UE COMPRESSION HOLDINGS, LLC",2017,54216.16,501
ETP_2017,EMS USA INC,2016,54208.62,198
HESSCont_2012,PROVIDUS HOUSTON LTD,2013,54206.7,67
Chemours_2016,DUKE ENERGY PROGESS INC,2016,54174.33,82
ETP_2017,DOYLE LAND SERVICES INC,2016,54159.85,104
Williams_2017,INTECSEA INC,2016,54136.54,83
Williams_2017,APPELLATION PRE-FAB LLC,2016,54114.97,61
Anadarko_2014,EXP ENGINEERING INTERNATIONAL LLC,2014,54096.76,276
ChevronPhillips_2012,POLYONE CORPORATION,2008,54067.45,402
Chemours_2016,BAG CORP,2015,54024.93,61
MarathonOil_2013,PUFFER-SWEIVEN LP,2013,54021.46,155
Tesoro_2014,FIDELITY INVESTMENTS,2012,54013.27,14441
Chemours_2016,GREAT LAKES CHEMICAL CORP,2015,53922.24,54
Williams_2017,EDG CONSULTING ENGINEERS,2016,53889.02,95
Sunoco_2017,REINAUER TRANSPORTATION,2016,53841.64,151
Anadarko_2018,WILLIAMS FIELD SERVICES INC- WIRE,2017,53838.8,74
Anadarko_2018,HONOR SERVICIOS DE SEGURIDAD LTDA,2017,53836.2,246
Tesoro_2014,MINNESOTA DEPT. OF REVENUE,2012,53746.5,194
ChevronPhillips_2012,CABOT CORPORTAION CARBON BLACK DIV,2010,53642.85,84
NobleEnergy_2018,M-I  LLC,2014,53630.44,86
ChevronPhillips_2012,ADVANCED AROMATICS LP,2011,53620.82,137
Anadarko_2014,"BRASK DIAMOND H RANCHES, LP",2013,53618.61,66
ETP_2017,ELECTRIC RELIABILITY COUNCIL OF TEX,2016,53598.27,253
Sanchez_2018,AKIN GUMP,2016,53558.48,95
Williams_2017,DRESSER-RAND CO,2015,53422.84,428
Anadarko_2014,EAGLE LAND SERVICES INC,2011,53382.18,202
Anadarko_2014,GEOSERVICES INC,2013,53372.9,85
ETP_2016,SOLAR TURBINES INCORPORATED,2015,53302.93,274
NobleEnergy_2018,FMC TECHNOLOGIES INC,2015,53221.69,242
Sunoco_2017,NEXXUS MARKETING GROUP LLC,2016,53200.23,73
Tesoro_2014,CRIMSON RENEWABLE ENERGY LP,2012,53178.39,83
NobleEnergy_2018,GIBSON ENERGY (US) INC,2017,53154.6,118
Tesoro_2014,ENERGY SERVICES SOUTH,2012,53146.59,58
Tesoro_2014,ERNST & YOUNG LLP,2013,53141.49,52
Anadarko_2014,WILSON SUPPLY,2012,53080.96,246
Anadarko_2014,SEATRAX INC,2012,53035.97,81
Anadarko_2014,C-PORT/STONE LLC,2012,52910.8,1101
Anadarko_2014,DONOVAN AND WATKINS LP,2011,52865.6,52
Anadarko_2014,CREST PROCESS SYSTEMS INC,2014,52838.5,73
Williams_2017,LOCKWOOD MANUFACTURING LLC,2015,52743.96,67
Williams_2017,DRESSER INC,2016,52735.93,69
Williams_2017,PIONEER STEEL & TUBE CORP,2016,52727.83,283
Anadarko_2014,WL PLASTICS CORP,2013,52693.44,514
ETP_2016,JOSEPH H BUTCHER,2015,52651.48,195
Tesoro_2014,CHS INC,2012,52632.9,337
Williams_2017,EXCEL AIRCRAFT LLC,2015,52602.5,120
NobleEnergy_2018,STATE OF COLORADO,2016,52583.49,263
Anadarko_2014,UINTA DEVELOPMENT COMPANY,2012,52574.65,87
Sunoco_2017,INTERACTIVE COMMUNICATIONS,2016,52568.21,132
Anadarko_2014,WILLIAMS FIELD SERVICES INC- WIRE,2014,52495.77,57
Anadarko_2014,ARCTIC OILFIELD SERVICES LLC,2014,52482.11,57
Anadarko_2014,C E OIL TOOL & SUPPLY INC,2013,52461.94,53
Anadarko_2014,"FLEXSTEEL PIPELINE TECHNOLOGIES, IN",2011,52368.22,330
Anadarko_2014,SST ENERGY CORPORATION,2013,52218.59,318
Tesoro_2014,GENERAL PETROLEUM CORPORATION,2013,52206.83,55
Anadarko_2014,WASTE MANAGEMENT OF COLORADO,2014,52196.96,65
Anadarko_2018,KEITH HOWELL CHAUFFEUR SERVICES,2017,52192.27,128
ETP_2017,REGENCY GAS SERVICES LP,2016,52190.26,487
ETP_2017,MARLIN SERVICES INC,2016,52157.51,60
ChevronPhillips_2012,CANADA CUSTOMS AND REVENUE AGENCY,2010,52157.19,53
Williams_2017,EAGLE PIPELINE CONSTRUCTION INC,2014,52155.11,76
Anadarko_2014,PRECISION ENERGY SERVICES INC,2013,52099.45,393
Tesoro_2014,HOLLYFRONTIER REFINING & MARKETING,2013,52099.24,1262
ETP_2017,LEGACY MEASUREMENT SOLUTIONS INC,2016,52097.01,61
Anadarko_2014,WOLCOTT LLC,2013,52093.0,121
Chemours_2016,E I DUPONT DE NEMOURS AND CO,2015,52053.22,191
Anadarko_2014,C-PORT/STONE LLC,2014,52006.92,1190
Anadarko_2014,DESPACHO SERVICOS ADUANEIROS,2014,51955.19,597
ChevronPhillips_2012,DOW CHEMICAL COMPANY,2009,51948.06,162
Tesoro_2014,ROYAL TRUCKING COMPANY,2012,51847.26,54
Anadarko_2014,WILLIAM A BEINHORN JR FAMILY,2012,51840.63,60
Williams_2017,BRIGADIER PIPELINES INC,2014,51768.42,430
MarathonOil_2013,BENETERRA LLC,2012,51711.2,60
Anadarko_2014,TOWERS WATSON DELAWARE INC,2011,51677.19,65
Anadarko_2014,KINDER MORGAN OPEARTING LP,2011,51640.38,54
